Open Time,Symbol,Magic Number,Type,Volume,Open Price,S/L,T/P,Close Price,Close Time,Commission,Swap,Profit,Profit Points,Duration,Open Comment,Close Comment
2025.01.08 08:08:15,BTCUSD.,11085,buy,0.01,96501.40,,,96491.30,2025.01.08 08:10:04,-0.78,0.00,-0.10,-1010.0,00:01:49,Break EA 651,
2025.01.08 08:17:18,BTCUSD.,11085,buy,0.01,96425.90,,,96405.40,2025.01.08 08:17:45,-0.78,0.00,-0.21,-2050.0,00:00:27,Break EA 651,
2025.01.08 08:21:33,BTCUSD.,11085,buy,0.01,96375.60,,,96350.60,2025.01.08 08:22:03,-0.78,0.00,-0.25,-2500.0,00:00:30,Break EA 651,
2025.01.08 08:23:35,BTCUSD.,11085,buy,0.01,96292.80,,,96307.60,2025.01.08 08:25:00,-0.78,0.00,0.15,1480.0,00:01:25,Break EA 651,
2025.01.08 08:25:03,BTCUSD.,11085,buy,0.01,96294.30,,,96259.30,2025.01.08 08:26:58,-0.78,0.00,-0.35,-3500.0,00:01:55,Break EA 651,
2025.01.08 08:29:27,BTCUSD.,11085,buy,0.01,96208.35,,,96123.40,2025.01.08 08:30:23,-0.76,0.00,-0.85,-8495.0,00:00:56,Break EA 651,
2025.01.08 08:31:19,BTCUSD.,11085,buy,0.01,96156.10,,,96128.90,2025.01.08 08:31:24,-0.76,0.00,-0.27,-2720.0,00:00:05,Break EA 651,
2025.01.08 08:34:57,BTCUSD.,11085,buy,0.01,95785.00,,,95791.10,2025.01.08 08:35:03,-0.76,0.00,0.06,610.0,00:00:06,Break EA 651,
2025.01.08 08:35:36,BTCUSD.,11085,buy,0.01,95825.60,,,95829.20,2025.01.08 08:35:41,-0.76,0.00,0.04,360.0,00:00:05,Break EA 651,
2025.01.08 08:36:56,BTCUSD.,11085,buy,0.01,95633.40,,,95657.75,2025.01.08 08:37:06,-0.76,0.00,0.24,2435.0,00:00:10,Break EA 651,
2025.01.08 08:37:40,BTCUSD.,11085,buy,0.01,95613.25,,,95607.90,2025.01.08 08:37:46,-0.76,0.00,-0.05,-535.0,00:00:06,Break EA 651,
2025.01.08 08:38:48,BTCUSD.,11085,buy,0.01,95649.80,,,95656.90,2025.01.08 08:38:56,-0.76,0.00,0.07,710.0,00:00:08,Break EA 651,
2025.01.08 08:39:19,BTCUSD.,11085,buy,0.01,95654.90,,,95668.20,2025.01.08 08:39:22,-0.76,0.00,0.13,1330.0,00:00:03,Break EA 651,
2025.01.08 08:40:00,BTCUSD.,11085,buy,0.01,95615.40,,,95727.35,2025.01.08 08:40:16,-0.76,0.00,1.12,11195.0,00:00:16,Break EA 651,
2025.01.08 08:40:41,BTCUSD.,11085,buy,0.01,95676.10,,,95669.90,2025.01.08 08:40:44,-0.76,0.00,-0.06,-620.0,00:00:03,Break EA 651,
2025.01.08 08:41:04,BTCUSD.,11085,buy,0.01,95622.20,,,95646.20,2025.01.08 08:41:10,-0.76,0.00,0.24,2400.0,00:00:06,Break EA 651,
2025.01.08 08:41:33,BTCUSD.,11085,buy,0.01,95665.50,,,95634.70,2025.01.08 08:41:37,-0.76,0.00,-0.31,-3080.0,00:00:04,Break EA 651,
2025.01.08 08:42:50,BTCUSD.,11085,buy,0.01,95838.40,,,95828.10,2025.01.08 08:42:55,-0.76,0.00,-0.10,-1030.0,00:00:05,Break EA 651,
2025.01.08 08:43:20,BTCUSD.,11085,buy,0.01,95782.50,,,95785.80,2025.01.08 08:43:23,-0.76,0.00,0.03,330.0,00:00:03,Break EA 651,
2025.01.08 08:43:48,BTCUSD.,11085,buy,0.01,95728.60,,,95714.10,2025.01.08 08:43:52,-0.76,0.00,-0.15,-1450.0,00:00:04,Break EA 651,
2025.01.08 08:44:16,BTCUSD.,11085,buy,0.01,95668.90,,,95683.50,2025.01.08 08:44:20,-0.76,0.00,0.15,1460.0,00:00:04,Break EA 651,
2025.01.08 08:44:42,BTCUSD.,11085,buy,0.01,95758.80,,,95726.10,2025.01.08 08:44:46,-0.76,0.00,-0.33,-3270.0,00:00:04,Break EA 651,
2025.01.08 08:45:43,BTCUSD.,11085,buy,0.01,95712.80,,,95711.30,2025.01.08 08:45:47,-0.76,0.00,-0.02,-150.0,00:00:04,Break EA 651,
2025.01.08 08:46:21,BTCUSD.,11085,buy,0.01,95659.50,,,95656.00,2025.01.08 08:46:27,-0.76,0.00,-0.04,-350.0,00:00:06,Break EA 651,
2025.01.08 08:47:04,BTCUSD.,11085,buy,0.01,95667.40,,,95665.90,2025.01.08 08:47:08,-0.76,0.00,-0.02,-150.0,00:00:04,Break EA 651,
2025.01.08 08:48:35,BTCUSD.,11085,buy,0.01,95705.30,,,95651.30,2025.01.08 08:48:40,-0.76,0.00,-0.54,-5400.0,00:00:05,Break EA 651,
2025.01.08 08:49:09,BTCUSD.,11085,buy,0.01,95652.20,,,95650.75,2025.01.08 08:49:13,-0.76,0.00,-0.01,-145.0,00:00:04,Break EA 651,
2025.01.08 08:49:29,BTCUSD.,11085,buy,0.01,95656.30,,,95648.00,2025.01.08 08:49:33,-0.76,0.00,-0.08,-830.0,00:00:04,Break EA 651,
2025.01.08 08:50:20,BTCUSD.,11085,buy,0.01,95493.30,,,95518.20,2025.01.08 08:50:23,-0.76,0.00,0.25,2490.0,00:00:03,Break EA 651,
2025.01.08 08:50:52,BTCUSD.,11085,buy,0.01,95422.35,,,95449.20,2025.01.08 08:50:55,-0.76,0.00,0.27,2685.0,00:00:03,Break EA 651,
2025.01.08 08:51:20,BTCUSD.,11085,buy,0.01,95515.00,,,95478.30,2025.01.08 08:51:24,-0.76,0.00,-0.37,-3670.0,00:00:04,Break EA 651,
2025.01.08 08:52:20,BTCUSD.,11085,buy,0.01,95412.70,,,95441.20,2025.01.08 08:52:28,-0.76,0.00,0.29,2850.0,00:00:08,Break EA 651,
2025.01.08 08:53:01,BTCUSD.,11085,buy,0.01,95410.80,,,95399.30,2025.01.08 08:53:06,-0.76,0.00,-0.12,-1150.0,00:00:05,Break EA 651,
2025.01.08 08:53:26,BTCUSD.,11085,buy,0.01,95456.20,,,95465.50,2025.01.08 08:53:30,-0.76,0.00,0.09,930.0,00:00:04,Break EA 651,
2025.01.08 08:53:53,BTCUSD.,11085,buy,0.01,95454.50,,,95466.40,2025.01.08 08:53:56,-0.76,0.00,0.12,1190.0,00:00:03,Break EA 651,
2025.01.08 08:54:19,BTCUSD.,11085,buy,0.01,95371.60,,,95375.30,2025.01.08 08:54:23,-0.76,0.00,0.04,370.0,00:00:04,Break EA 651,
2025.01.08 08:55:26,BTCUSD.,11085,buy,0.01,95366.50,,,95369.50,2025.01.08 08:55:29,-0.76,0.00,0.03,300.0,00:00:03,Break EA 651,
2025.01.08 08:55:46,BTCUSD.,11085,buy,0.01,95361.00,,,95359.50,2025.01.08 08:55:49,-0.76,0.00,-0.02,-150.0,00:00:03,Break EA 651,
2025.01.08 08:56:03,BTCUSD.,11085,buy,0.01,95370.20,,,95354.90,2025.01.08 08:56:07,-0.76,0.00,-0.15,-1530.0,00:00:04,Break EA 651,
2025.01.08 08:56:46,BTCUSD.,11085,buy,0.01,95275.80,,,95261.10,2025.01.08 08:56:50,-0.76,0.00,-0.15,-1470.0,00:00:04,Break EA 651,
2025.01.08 08:57:06,BTCUSD.,11085,buy,0.01,95299.60,,,95299.80,2025.01.08 08:57:09,-0.76,0.00,0.00,20.0,00:00:03,Break EA 651,
2025.01.08 08:57:28,BTCUSD.,11085,buy,0.01,95299.90,,,95296.30,2025.01.08 08:57:32,-0.76,0.00,-0.04,-360.0,00:00:04,Break EA 651,
2025.01.08 09:00:40,BTCUSD.,11085,buy,0.01,95373.40,,,95342.50,2025.01.08 09:00:51,-0.76,0.00,-0.31,-3090.0,00:00:11,Break EA 651,
2025.01.08 09:01:24,BTCUSD.,11085,buy,0.01,95336.60,,,95315.45,2025.01.08 09:01:33,-0.76,0.00,-0.21,-2115.0,00:00:09,Break EA 651,
2025.01.08 09:01:54,BTCUSD.,11085,buy,0.01,95277.40,,,95266.00,2025.01.08 09:01:58,-0.76,0.00,-0.11,-1140.0,00:00:04,Break EA 651,
2025.01.08 09:02:15,BTCUSD.,11085,buy,0.01,95237.30,,,95234.70,2025.01.08 09:02:19,-0.76,0.00,-0.03,-260.0,00:00:04,Break EA 651,
2025.01.08 09:02:34,BTCUSD.,11085,buy,0.01,95260.00,,,95252.10,2025.01.08 09:02:37,-0.76,0.00,-0.08,-790.0,00:00:03,Break EA 651,
2025.01.08 09:03:17,BTCUSD.,11085,buy,0.01,95319.80,,,95357.20,2025.01.08 09:03:20,-0.76,0.00,0.37,3740.0,00:00:03,Break EA 651,
2025.01.08 09:03:38,BTCUSD.,11085,buy,0.01,95352.20,,,95378.55,2025.01.08 09:03:42,-0.76,0.00,0.26,2635.0,00:00:04,Break EA 651,
2025.01.08 09:04:20,BTCUSD.,11085,buy,0.01,95348.00,,,95346.50,2025.01.08 09:04:26,-0.76,0.00,-0.02,-150.0,00:00:06,Break EA 651,
2025.01.08 09:04:54,BTCUSD.,11085,buy,0.01,95392.80,,,95397.30,2025.01.08 09:04:58,-0.76,0.00,0.05,450.0,00:00:04,Break EA 651,
2025.01.08 09:05:12,BTCUSD.,11085,buy,0.01,95444.70,,,95423.70,2025.01.08 09:05:16,-0.76,0.00,-0.21,-2100.0,00:00:04,Break EA 651,
2025.01.08 09:05:43,BTCUSD.,11085,buy,0.01,95479.30,,,95461.20,2025.01.08 09:05:48,-0.76,0.00,-0.18,-1810.0,00:00:05,Break EA 651,
2025.01.08 09:06:08,BTCUSD.,11085,buy,0.01,95483.10,,,95495.20,2025.01.08 09:06:12,-0.76,0.00,0.12,1210.0,00:00:04,Break EA 651,
2025.01.08 09:06:29,BTCUSD.,11085,buy,0.01,95519.50,,,95502.40,2025.01.08 09:06:36,-0.76,0.00,-0.17,-1710.0,00:00:07,Break EA 651,
2025.01.08 09:07:23,BTCUSD.,11085,buy,0.01,95511.30,,,95519.30,2025.01.08 09:07:29,-0.76,0.00,0.08,800.0,00:00:06,Break EA 651,
2025.01.08 09:07:50,BTCUSD.,11085,buy,0.01,95545.80,,,95539.20,2025.01.08 09:08:06,-0.76,0.00,-0.07,-660.0,00:00:16,Break EA 651,
2025.01.08 09:08:23,BTCUSD.,11085,buy,0.01,95554.20,,,95556.30,2025.01.08 09:08:27,-0.76,0.00,0.02,210.0,00:00:04,Break EA 651,
2025.01.08 09:22:12,BTCUSD.,11085,buy,0.01,95480.70,,,95412.70,2025.01.08 09:30:41,-0.76,0.00,-0.68,-6800.0,00:08:29,Break EA 651,
2025.01.08 09:22:26,BTCUSD.,11085,buy,0.01,95496.70,,,95416.20,2025.01.08 09:30:44,-0.76,0.00,-0.81,-8050.0,00:08:18,Break EA 651,
2025.01.08 09:31:15,BTCUSD.,11085,buy,0.01,95460.70,,,95432.30,2025.01.08 09:32:00,-0.76,0.00,-0.28,-2840.0,00:00:45,Break EA 651,
2025.01.08 09:31:21,BTCUSD.,11085,buy,0.01,95472.80,,,95449.60,2025.01.08 09:40:40,-0.76,0.00,-0.23,-2320.0,00:09:19,Break EA 651,
2025.01.08 09:40:57,BTCUSD.,11085,buy,0.01,95476.40,,,95542.60,2025.01.08 09:44:37,-0.76,0.00,0.66,6620.0,00:03:40,Break EA 651,
2025.01.08 09:40:59,BTCUSD.,11085,buy,0.01,95478.00,,,95553.70,2025.01.08 09:45:40,-0.76,0.00,0.76,7570.0,00:04:41,Break EA 651,
2025.01.08 09:41:00,BTCUSD.,11085,buy,0.01,95480.70,,,95580.80,2025.01.08 09:46:17,-0.76,0.00,1.00,10010.0,00:05:17,Break EA 651,
2025.01.08 09:41:01,BTCUSD.,11085,buy,0.01,95482.20,,,95611.10,2025.01.08 09:46:47,-0.76,0.00,1.29,12890.0,00:05:46,Break EA 651,
2025.01.08 09:48:15,BTCUSD.,11085,buy,0.01,95650.80,,,95642.50,2025.01.08 09:48:51,-0.76,0.00,-0.08,-830.0,00:00:36,Break EA 651,
2025.01.08 09:48:19,BTCUSD.,11085,buy,0.01,95635.50,,,95767.80,2025.01.08 09:54:52,-0.76,0.00,1.32,13230.0,00:06:33,Break EA 651,
2025.01.08 09:50:21,BTCUSD.,11085,buy,0.01,95710.80,,,95699.30,2025.01.08 09:56:47,-0.76,0.00,-0.12,-1150.0,00:06:26,Break EA 651,
2025.01.08 09:56:26,BTCUSD.,11085,buy,0.01,95743.50,,,95608.30,2025.01.08 10:02:37,-0.76,0.00,-1.35,-13520.0,00:06:11,Break EA 651,
2025.01.08 09:56:27,BTCUSD.,11085,buy,0.01,95743.50,,,95554.30,2025.01.08 10:04:50,-0.76,0.00,-1.89,-18920.0,00:08:23,Break EA 651,
2025.01.08 09:56:27,BTCUSD.,11085,buy,0.01,95738.30,,,95556.95,2025.01.08 10:06:08,-0.76,0.00,-1.81,-18135.0,00:09:41,Break EA 651,
2025.01.08 09:56:28,BTCUSD.,11085,buy,0.01,95738.30,,,95597.30,2025.01.08 10:11:32,-0.76,0.00,-1.41,-14100.0,00:15:04,Break EA 651,
2025.01.08 09:56:28,BTCUSD.,11085,buy,0.01,95738.30,,,95620.65,2025.01.08 10:11:40,-0.76,0.00,-1.18,-11765.0,00:15:12,Break EA 651,
2025.01.08 09:56:29,BTCUSD.,11085,buy,0.01,95738.30,,,95946.50,2025.01.08 10:19:22,-0.76,0.00,2.08,20820.0,00:22:53,Break EA 651,
2025.01.08 10:20:23,BTCUSD.,11085,buy,0.01,95856.90,,,95808.30,2025.01.08 10:20:53,-0.76,0.00,-0.49,-4860.0,00:00:30,Break EA 651,
2025.01.08 10:20:25,BTCUSD.,11085,buy,0.01,95846.10,,,95742.05,2025.01.08 10:21:46,-0.76,0.00,-1.04,-10405.0,00:01:21,Break EA 651,
2025.01.08 10:20:25,BTCUSD.,11085,buy,0.01,95844.80,,,95768.80,2025.01.08 10:23:58,-0.76,0.00,-0.76,-7600.0,00:03:33,Break EA 651,
2025.01.08 10:20:26,BTCUSD.,11085,buy,0.01,95844.00,,,95830.40,2025.01.08 10:21:06,-0.76,0.00,-0.14,-1360.0,00:00:40,Break EA 651,
2025.01.08 10:20:27,BTCUSD.,11085,buy,0.01,95848.50,,,95785.40,2025.01.08 10:21:39,-0.76,0.00,-0.63,-6310.0,00:01:12,Break EA 651,
2025.01.08 10:20:28,BTCUSD.,11085,buy,0.01,95848.50,93037.78,,95766.50,2025.01.08 10:26:15,-0.76,0.00,-0.82,-8200.0,00:05:47,Break EA 651,
2025.01.08 10:46:52,BTCUSD.,11085,buy,0.01,96026.50,,97891.10,95984.30,2025.01.08 10:48:15,-0.76,0.00,-0.42,-4220.0,00:01:23,Break EA 651,
2025.01.08 10:47:02,BTCUSD.,11085,buy,0.01,96028.30,,,95989.20,2025.01.08 10:52:02,-0.76,0.00,-0.39,-3910.0,00:05:00,Break EA 651,
2025.01.08 10:47:07,BTCUSD.,11085,buy,0.01,96057.00,,,96029.00,2025.01.08 10:48:45,-0.76,0.00,-0.28,-2800.0,00:01:38,Break EA 651,
2025.01.08 10:51:34,BTCUSD.,11085,buy,0.01,95990.95,,,95964.65,2025.01.08 10:55:59,-0.76,0.00,-0.26,-2630.0,00:04:25,Break EA 651,
2025.01.08 11:13:51,BTCUSD.,11085,buy,0.01,95947.90,,,95952.35,2025.01.08 11:14:26,-0.76,0.00,0.04,445.0,00:00:35,Break EA 651,
2025.01.08 11:13:54,BTCUSD.,11085,buy,0.01,95947.90,,,95723.65,2025.01.08 11:36:58,-0.76,0.00,-2.24,-22425.0,00:23:04,Break EA 651,
2025.01.08 11:13:55,BTCUSD.,11085,buy,0.01,95947.90,,,95897.90,2025.01.08 11:28:49,-0.76,0.00,-0.50,-5000.0,00:14:54,Break EA 651,
2025.01.08 11:13:55,BTCUSD.,11085,buy,0.01,95947.90,,,95487.00,2025.01.08 16:36:59,-0.76,0.00,-4.61,-46090.0,05:23:04,Break EA 651,
2025.01.08 11:13:56,BTCUSD.,11085,buy,0.01,95947.90,,,95883.60,2025.01.08 11:29:05,-0.76,0.00,-0.64,-6430.0,00:15:09,Break EA 651,
2025.01.08 11:13:56,BTCUSD.,11085,buy,0.01,95947.90,,,95752.10,2025.01.08 11:34:30,-0.76,0.00,-1.96,-19580.0,00:20:34,Break EA 651,
2025.01.08 11:13:57,BTCUSD.,11085,buy,0.01,95947.90,,,95780.00,2025.01.08 11:33:29,-0.76,0.00,-1.68,-16790.0,00:19:32,Break EA 651,
2025.01.08 11:14:04,BTCUSD.,11085,buy,0.01,95944.10,,,93342.40,2025.01.09 13:45:49,-0.75,-0.40,-26.02,-260170.0,1d 02:31:45,Break EA 651,
2025.01.09 13:54:13,BTCUSD.,11085,buy,0.01,93468.40,,,93458.95,2025.01.09 13:54:24,-0.74,0.00,-0.09,-945.0,00:00:11,Break EA 651,
2025.01.09 13:55:09,BTCUSD.,11085,buy,0.01,93431.20,,,93394.00,2025.01.09 14:01:13,-0.74,0.00,-0.37,-3720.0,00:06:04,Break EA 651,
2025.01.09 13:55:10,BTCUSD.,11085,buy,0.01,93431.20,,,93387.50,2025.01.09 14:10:41,-0.74,0.00,-0.44,-4370.0,00:15:31,Break EA 651,
2025.01.09 14:15:34,BTCUSD.,11085,buy,0.01,93401.10,,,93442.35,2025.01.09 14:16:04,-0.74,0.00,0.41,4125.0,00:00:30,Break EA 651,
2025.01.09 14:17:09,BTCUSD.,11085,buy,0.01,93522.20,,,93530.40,2025.01.09 14:17:25,-0.74,0.00,0.08,820.0,00:00:16,Break EA 651,
2025.01.09 14:17:10,BTCUSD.,11085,buy,0.01,93522.20,,,93593.10,2025.01.09 14:20:28,-0.74,0.00,0.71,7090.0,00:03:18,Break EA 651,
2025.01.09 14:17:11,BTCUSD.,11085,buy,0.01,93522.20,,,93611.60,2025.01.09 14:23:14,-0.74,0.00,0.89,8940.0,00:06:03,Break EA 651,
2025.01.09 14:17:11,BTCUSD.,11085,buy,0.01,93522.20,,,93570.40,2025.01.09 14:26:31,-0.74,0.00,0.48,4820.0,00:09:20,Break EA 651,
2025.01.09 14:17:12,BTCUSD.,11085,buy,0.01,93522.20,,,93590.60,2025.01.09 14:30:44,-0.74,0.00,0.68,6840.0,00:13:32,Break EA 651,
2025.01.09 14:17:12,BTCUSD.,11085,buy,0.01,93522.20,,,93558.60,2025.01.09 14:32:30,-0.74,0.00,0.36,3640.0,00:15:18,Break EA 651,
2025.01.09 15:11:09,BTCUSD.,11085,buy,0.01,93152.40,,,93124.60,2025.01.09 15:11:30,-0.74,0.00,-0.28,-2780.0,00:00:21,Break EA 651,
2025.01.09 16:09:33,BTCUSD.,11085,buy,0.01,92105.40,,,92065.90,2025.01.09 16:10:01,-0.74,0.00,-0.40,-3950.0,00:00:28,Break EA 651,
2025.01.09 16:09:39,BTCUSD.,11085,buy,0.01,92069.20,,,92421.80,2025.01.09 16:13:25,-0.74,0.00,3.53,35260.0,00:03:46,Break EA 651,
2025.01.09 16:14:38,BTCUSD.,11085,buy,0.01,92341.50,,,92403.30,2025.01.09 16:15:07,-0.74,0.00,0.62,6180.0,00:00:29,Break EA 651,
2025.01.09 16:14:39,BTCUSD.,11085,buy,0.01,92344.10,,,92560.40,2025.01.09 16:16:44,-0.74,0.00,2.16,21630.0,00:02:05,Break EA 651,
2025.01.09 16:14:39,BTCUSD.,11085,buy,0.01,92344.10,,,92669.30,2025.01.09 16:17:47,-0.74,0.00,3.25,32520.0,00:03:08,Break EA 651,
2025.01.09 16:14:40,BTCUSD.,11085,buy,0.01,92344.10,,,92646.65,2025.01.09 16:17:51,-0.74,0.00,3.03,30255.0,00:03:11,Break EA 651,
2025.01.09 16:14:41,BTCUSD.,11085,buy,0.01,92348.00,,,92655.10,2025.01.09 16:17:55,-0.74,0.00,3.07,30710.0,00:03:14,Break EA 651,
2025.01.09 16:18:18,BTCUSD.,11085,buy,0.01,92541.90,,,92527.40,2025.01.09 16:18:31,-0.74,0.00,-0.15,-1450.0,00:00:13,Break EA 651,
2025.01.09 16:19:00,BTCUSD.,11085,buy,0.01,92571.60,,,92518.00,2025.01.09 16:19:25,-0.74,0.00,-0.54,-5360.0,00:00:25,Break EA 651,
2025.01.09 16:19:00,BTCUSD.,11085,buy,0.01,92571.60,,,92682.60,2025.01.09 16:19:53,-0.74,0.00,1.11,11100.0,00:00:53,Break EA 651,
2025.01.09 16:19:01,BTCUSD.,11085,buy,0.01,92568.50,,,92639.70,2025.01.09 16:20:29,-0.74,0.00,0.71,7120.0,00:01:28,Break EA 651,
2025.01.09 16:21:04,BTCUSD.,11085,buy,0.01,92555.80,,,92434.40,2025.01.09 16:22:31,-0.74,0.00,-1.21,-12140.0,00:01:27,Break EA 651,
2025.01.09 16:21:04,BTCUSD.,11085,buy,0.01,92570.50,,,92415.60,2025.01.09 16:22:34,-0.74,0.00,-1.55,-15490.0,00:01:30,Break EA 651,
2025.01.09 16:21:04,BTCUSD.,11085,buy,0.01,92570.50,,,92398.00,2025.01.09 16:28:11,-0.74,0.00,-1.73,-17250.0,00:07:07,Break EA 651,
2025.01.09 16:21:05,BTCUSD.,11085,buy,0.01,92566.00,,,92616.55,2025.01.09 16:32:02,-0.74,0.00,0.51,5055.0,00:10:57,Break EA 651,
2025.01.09 16:21:06,BTCUSD.,11085,buy,0.01,92570.50,,,92646.90,2025.01.09 16:32:21,-0.74,0.00,0.76,7640.0,00:11:15,Break EA 651,
2025.01.09 16:21:18,BTCUSD.,11085,buy,0.01,92496.70,,,92476.50,2025.01.09 16:21:39,-0.74,0.00,-0.20,-2020.0,00:00:21,Break EA 651,
